doc_id,content,row,name,price,rating
0d498ada3f6c,"ROW=79 | NAME=Huawei MateBook 14 Laptop i5-1135G7 up to 4.2GHz 14"" QHD 512GB 8GB RAM Windows 11 (Renewed) HUAWEI  Core i5  Black or Silver Integrated   512 GB MateBook 14 (2021) Windows 11 Home  8 GB 14 Inches Backlit Keyboard, Fingerprint Reader | PRICE=349.00 | RAM=512GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",79,"Huawei MateBook 14 Laptop i5-1135G7 up to 4.2GHz 14"" QHD 512GB 8GB RAM Windows 11 (Renewed) HUAWEI  Core i5  Black or Silver Integrated   512 GB MateBook 14 (2021) Windows 11 Home  8 GB 14 Inches Backlit Keyboard, Fingerprint Reader",349.00,
43f7c3106f3d,"ROW=80 | NAME=Dell Latitude 5310 13"" Intel i5-10310U 16GB 512GB Touch Screen Windows11 Pro (Renewed) DELL  Core i5-10310U  Silver Integrated   512 GB Dell Latitude 5310 Windows 11 Pro  16 GB 13 Inches Touch Screen | PRICE=379.00 | RAM=16GB | SCREEN_SIZE=13 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",80,"Dell Latitude 5310 13"" Intel i5-10310U 16GB 512GB Touch Screen Windows11 Pro (Renewed) DELL  Core i5-10310U  Silver Integrated   512 GB Dell Latitude 5310 Windows 11 Pro  16 GB 13 Inches Touch Screen",379.00,
e44ec8ef5755,"ROW=81 | NAME=Apple MacBook Air (13.6-inch, Apple M2 chip, 16GB RAM, 256GB) - Starlight Apple  Apple M2 0.01 Starilght Integrated  SSD  MacBook Air Mac OS  16 GB 13.6 | PRICE=1387.00 | RAM=16GB | SCREEN_SIZE=Not specified | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",81,"Apple MacBook Air (13.6-inch, Apple M2 chip, 16GB RAM, 256GB) - Starlight Apple  Apple M2 0.01 Starilght Integrated  SSD  MacBook Air Mac OS  16 GB 13.6",1387.00,
4c248a9709a8,"ROW=82 | NAME=Dell Precision 3541 15.6"" Intel i5-9400H 16GB RAM 256GB SSD Win 11 Pro Laptop (Renewed) DELL  Intel Core i5  Black and Silver Dedicated   256 GB Precision 3541 Windows 11 Pro  16 GB 15.6 Inches Anti Glare Coating | PRICE=439.00 | RAM=16GB | SCREEN_SIZE=15.6 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",82,"Dell Precision 3541 15.6"" Intel i5-9400H 16GB RAM 256GB SSD Win 11 Pro Laptop (Renewed) DELL  Intel Core i5  Black and Silver Dedicated   256 GB Precision 3541 Windows 11 Pro  16 GB 15.6 Inches Anti Glare Coating",439.00,
dc2dca31ecc9,"ROW=83 | NAME=Dell Latitude 3500 Intel i5 8265U 1.60GHz 16GB RAM 256GB SSD 15.6"" Win11 (Renewed) DELL  Core i5-8265U 1.6 GHz  Integrated  SSD  Latitude 3500 Windows 11 4 16 GB 15.6 Inches | PRICE=312.00 | RAM=16GB | SCREEN_SIZE=15.6 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",83,"Dell Latitude 3500 Intel i5 8265U 1.60GHz 16GB RAM 256GB SSD 15.6"" Win11 (Renewed) DELL  Core i5-8265U 1.6 GHz  Integrated  SSD  Latitude 3500 Windows 11 4 16 GB 15.6 Inches",312.00,
dba578bb70ca,"ROW=84 | NAME=HP Elitebook x360 830 G7 13.3"" Touch Screen Core i5 8th Generation 10210U 32GB RAM 2TB M.2 SSD Windows 11 Slim Laptop PC with Charger (Renewed) HP Intel Intel Core i5 1.6 GHz    SSD 2 TB  Windows 11 4  13.3 Inches | PRICE=975.00 | RAM=32GB | SCREEN_SIZE=13.3 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",84,"HP Elitebook x360 830 G7 13.3"" Touch Screen Core i5 8th Generation 10210U 32GB RAM 2TB M.2 SSD Windows 11 Slim Laptop PC with Charger (Renewed) HP Intel Intel Core i5 1.6 GHz    SSD 2 TB  Windows 11 4  13.3 Inches",975.00,
03811f600c8c,"ROW=85 | NAME=Dell Latitude 5330 Intel i7-1265U 3.0GHz 16GB RAM 512GB SSD 13.3"" Win 11 Pro (Renewed) DELL  Intel Core i7 3 GHz  Integrated  SSD 16 GB Latitude 5320 Windows 11 Pro  16 GB 13.3 Inches | PRICE=439.00 | RAM=16GB | SCREEN_SIZE=13.3 inch | CPU=Intel Core i7 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",85,"Dell Latitude 5330 Intel i7-1265U 3.0GHz 16GB RAM 512GB SSD 13.3"" Win 11 Pro (Renewed) DELL  Intel Core i7 3 GHz  Integrated  SSD 16 GB Latitude 5320 Windows 11 Pro  16 GB 13.3 Inches",439.00,
f7ab84b96886,"ROW=86 | NAME=Dell Latitude 5520 Intel i5-1135G7 1.70GHz 16GB RAM 512GB SSD 15.6"" FHD Win 11 (Renewed) DELL  Core i5 2.4  Integrated  SSD 512 GB Latitude 5510 Windows 11  16 GB 15.6 Inches | PRICE=439.00 | RAM=16GB | SCREEN_SIZE=15.6 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",86,"Dell Latitude 5520 Intel i5-1135G7 1.70GHz 16GB RAM 512GB SSD 15.6"" FHD Win 11 (Renewed) DELL  Core i5 2.4  Integrated  SSD 512 GB Latitude 5510 Windows 11  16 GB 15.6 Inches",439.00,
e9eb00527cda,"ROW=87 | NAME=Acer Swift Go 14 AI SFG14-01 Snapdragon X 16Gb RAM 512GB 14.5"" WUXGA IPS 120Hz (Renewed) acer  Snapdragon 3.4 GHz Silver   SSD 512 GB  Windows 11 8  14.5 Inches | PRICE=759.00 | RAM=16GB | SCREEN_SIZE=14.5 inch | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",87,"Acer Swift Go 14 AI SFG14-01 Snapdragon X 16Gb RAM 512GB 14.5"" WUXGA IPS 120Hz (Renewed) acer  Snapdragon 3.4 GHz Silver   SSD 512 GB  Windows 11 8  14.5 Inches",759.00,
6ecb647101df,"ROW=88 | NAME=Dell Latitude 5400 14"" Laptop i5-8365U 16GB 512GB Win 11 Pro (New Battery Installed) (Renewed) DELL  Intel Core i5  black, silver, or dark blue Integrated   512 GB Latitude 5400 Windows 11 Pro  16 GB 14 Inches Fingerprint Reader | PRICE=305.00 | RAM=16GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",88,"Dell Latitude 5400 14"" Laptop i5-8365U 16GB 512GB Win 11 Pro (New Battery Installed) (Renewed) DELL  Intel Core i5  black, silver, or dark blue Integrated   512 GB Latitude 5400 Windows 11 Pro  16 GB 14 Inches Fingerprint Reader",305.00,
c711edfcc4ab,"ROW=89 | NAME=ERAZER Defender P50 Gaming Laptop - Intel Core i7, 16GB RAM, 1 TB SSD, NVidia RTX 4060, 17.3"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard ERAZER  Intel Core i7  Black Dedicated   1 TB Defender P50 Windows 11 Home  16 GB 17.3 Inches Backlit Keyboard | PRICE=1349.00 | RAM=16GB | SCREEN_SIZE=17.3 inch | CPU=Intel Core i7 | CATEGORY=Gaming | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",89,"ERAZER Defender P50 Gaming Laptop - Intel Core i7, 16GB RAM, 1 TB SSD, NVidia RTX 4060, 17.3"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard ERAZER  Intel Core i7  Black Dedicated   1 TB Defender P50 Windows 11 Home  16 GB 17.3 Inches Backlit Keyboard",1349.00,
8dd24fc86494,ROW=90 | NAME=Dell Latitude 3410 Laptop Intel i5 10210U 16GB RAM 256GB SSD Win 11 (Renewed) DELL  Intel Core i5 1.6 GHz Gray   SSD 256 GB Dell Latitude 3410 Windows 11  16 GB 14 Inches | PRICE=439.00 | RAM=16GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=,90,Dell Latitude 3410 Laptop Intel i5 10210U 16GB RAM 256GB SSD Win 11 (Renewed) DELL  Intel Core i5 1.6 GHz Gray   SSD 256 GB Dell Latitude 3410 Windows 11  16 GB 14 Inches,439.00,
ebf8a99fd0e2,"ROW=91 | NAME=2022 LENOVO IdeaPad Flex 5i 14"" Touchscreen 2-in-1 Laptop 11th Dual-Core Intel i3-1135G4 4GB DDR4 512GB NVMe SSD UHD Graphics HDMI USB-C Fingerprint WiFi-5 Windows 11 , Blue w/32GB USB Drive Lenovo  Core i3 Family  Abyss Blue Integrated   512 GB 82HS00RBUS Windows 11 Home  4 GB 14 Inches Fingerprint Reader | PRICE=34.95 | RAM=4GB | SCREEN_SIZE=14 inch | CPU=Intel Core i3 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",91,"2022 LENOVO IdeaPad Flex 5i 14"" Touchscreen 2-in-1 Laptop 11th Dual-Core Intel i3-1135G4 4GB DDR4 512GB NVMe SSD UHD Graphics HDMI USB-C Fingerprint WiFi-5 Windows 11 , Blue w/32GB USB Drive Lenovo  Core i3 Family  Abyss Blue Integrated   512 GB 82HS00RBUS Windows 11 Home  4 GB 14 Inches Fingerprint Reader",34.95,
488f635c6783,"ROW=92 | NAME=Dell Latitude 7420 14"" Intel Core i5-1135G7 8GB RAM 256GB SSD Windows 11 (Renewed) DELL  Intel Core i5 2.4 GHz  Integrated  SSD  Latitude 7420 Windows 11 4 8 GB 14 Inches | PRICE=439.00 | RAM=8GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",92,"Dell Latitude 7420 14"" Intel Core i5-1135G7 8GB RAM 256GB SSD Windows 11 (Renewed) DELL  Intel Core i5 2.4 GHz  Integrated  SSD  Latitude 7420 Windows 11 4 8 GB 14 Inches",439.00,
35b943dc2fa0,"ROW=93 | NAME=HP ProBook 640 G5 14.0"" FHD Intel Core i5-8365U 1.60GHz 16GB RAM 256GB SSD (Renewed) HP  Intel Core i5 4.1  Integrated  SSD 256 GB ProBook 640 G5 Windows 11  16 GB 14 Inches | PRICE=368.00 | RAM=16GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",93,"HP ProBook 640 G5 14.0"" FHD Intel Core i5-8365U 1.60GHz 16GB RAM 256GB SSD (Renewed) HP  Intel Core i5 4.1  Integrated  SSD 256 GB ProBook 640 G5 Windows 11  16 GB 14 Inches",368.00,
22086f11037f,ROW=94 | NAME=Lenovo 82LX002CAU 15.6-Inch IdeaPad Slim 1i 7th 4GB RAM/128GB SSD Laptop Lenovo   1.1 GHz Black Integrated   128 GB Lenovo IdeaPad Slim 1i (Pentium) Windows 11 Home  4 GB 15.6 Inches Lightweight | PRICE=399.00 | RAM=4GB | SCREEN_SIZE=15.6 inch | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=,94,Lenovo 82LX002CAU 15.6-Inch IdeaPad Slim 1i 7th 4GB RAM/128GB SSD Laptop Lenovo   1.1 GHz Black Integrated   128 GB Lenovo IdeaPad Slim 1i (Pentium) Windows 11 Home  4 GB 15.6 Inches Lightweight,399.00,
42507fed99c8,"ROW=95 | NAME=Dell Latitude 7490 14"" Intel Core i5 8350U 16GB RAM 256GB SSD Win 11 Pro (Renewed) Dell  Core i5-8350U  Black Integrated   256 GB Dell Latitude 7490 Windows 11 Pro  16 GB 14 Inches HD Audio | PRICE=305.00 | RAM=16GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",95,"Dell Latitude 7490 14"" Intel Core i5 8350U 16GB RAM 256GB SSD Win 11 Pro (Renewed) Dell  Core i5-8350U  Black Integrated   256 GB Dell Latitude 7490 Windows 11 Pro  16 GB 14 Inches HD Audio",305.00,
d6293d0be1ca,"ROW=96 | NAME=HP 17 Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 8GB RAM, 256GB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Home, Silver HP  Core i3 Family  Silver Integrated   256 GB TPN-I139_320M3AV Windows 11 Home  8 GB 17.3 Inches Numeric Keypad | PRICE=799.00 | RAM=8GB | SCREEN_SIZE=17.3 inch | CPU=Intel Core i3 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",96,"HP 17 Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 8GB RAM, 256GB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Home, Silver HP  Core i3 Family  Silver Integrated   256 GB TPN-I139_320M3AV Windows 11 Home  8 GB 17.3 Inches Numeric Keypad",799.00,
5dd1589b5169,"ROW=97 | NAME=ERAZER Defender P50 Gaming Laptop - Intel Core i7, 16GB RAM, 1 TB SSD, NVidia RTX 4060, 17.3"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard ERAZER  Intel Core i7  Black Dedicated   1 TB Defender P50 Windows 11 Home  16 GB 17.3 Inches Backlit Keyboard | PRICE=1349.00 | RAM=16GB | SCREEN_SIZE=17.3 inch | CPU=Intel Core i7 | CATEGORY=Gaming | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",97,"ERAZER Defender P50 Gaming Laptop - Intel Core i7, 16GB RAM, 1 TB SSD, NVidia RTX 4060, 17.3"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard ERAZER  Intel Core i7  Black Dedicated   1 TB Defender P50 Windows 11 Home  16 GB 17.3 Inches Backlit Keyboard",1349.00,
08759cf93e35,"ROW=98 | NAME=Asus Vivobook Go 15 Business Laptop, 15.6"" Full HD IPS Display, Ryzen 5 7520U Processor, 16GB RAM 512GB SSD, WiFi 6E, Windows 11 Home ASUS  Ryzen 5 2.8 GHz  Integrated  SSD  E1504FA-BQ631W Windows 11 Home 4 16 GB 15.6 Inches | PRICE=909.00 | RAM=16GB | SCREEN_SIZE=15.6 inch | CPU=AMD Ryzen 5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",98,"Asus Vivobook Go 15 Business Laptop, 15.6"" Full HD IPS Display, Ryzen 5 7520U Processor, 16GB RAM 512GB SSD, WiFi 6E, Windows 11 Home ASUS  Ryzen 5 2.8 GHz  Integrated  SSD  E1504FA-BQ631W Windows 11 Home 4 16 GB 15.6 Inches",909.00,
69355049e97d,"ROW=99 | NAME=(Renewed) Dell Latitude 5480 14"" Core i5 6th Generation 6300U 16GB RAM 500GB M.2 SSD Windows 11 Slim Laptop PC with USB-C DELL  Core i5 Family 2.4 GHz  Integrated Intel HD Graphics  500 GB Latitude Windows 11  16 GB 14 Inches | PRICE=439.00 | RAM=16GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",99,"(Renewed) Dell Latitude 5480 14"" Core i5 6th Generation 6300U 16GB RAM 500GB M.2 SSD Windows 11 Slim Laptop PC with USB-C DELL  Core i5 Family 2.4 GHz  Integrated Intel HD Graphics  500 GB Latitude Windows 11  16 GB 14 Inches",439.00,
e3d497ecce93,ROW=100 | NAME=Apple MacBook Air 13.3-inch (2020) - M1 - Apple M1 Chip: 8-Core CPU/7-Core GPU - 256GB - Space Grey - 8GB RAM (Renewed) Apple Apple Apple M1 3.2 GHz space grey   SSD 256 GB   8  13.3 Inches | PRICE=959.00 | RAM=256GB | SCREEN_SIZE=13.3 inch | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=,100,Apple MacBook Air 13.3-inch (2020) - M1 - Apple M1 Chip: 8-Core CPU/7-Core GPU - 256GB - Space Grey - 8GB RAM (Renewed) Apple Apple Apple M1 3.2 GHz space grey   SSD 256 GB   8  13.3 Inches,959.00,
f02b8dd03392,"ROW=101 | NAME=HP Probook 440 G8 14"" Screen Core i5 11th Generation 1135G7 16GB RAM 256GB M.2 SSD Windows 11 Laptop PC with Charger (Renewed) HP  Intel Core i5 2.4 GHz  Integrated Intel HD Graphics  256 GB HP ProBook 440 G8 Windows 11  16 GB 14 Inches | PRICE=599.00 | RAM=16GB | SCREEN_SIZE=14 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",101,"HP Probook 440 G8 14"" Screen Core i5 11th Generation 1135G7 16GB RAM 256GB M.2 SSD Windows 11 Laptop PC with Charger (Renewed) HP  Intel Core i5 2.4 GHz  Integrated Intel HD Graphics  256 GB HP ProBook 440 G8 Windows 11  16 GB 14 Inches",599.00,
d839b15aba44,"ROW=102 | NAME=Dell Latitude 7420 2-in-1 14.0"" Touch Screen Core i7 11th Generation 1165G7 16GB RAM 500GB M.2 SSD Windows 11 Laptop PC with USB-C Charger, 360 Degree Flip (Renewed) DELL  Core i7 2.8 GHz Black   SSD 500 GB Dell Latitude 7420 2-in-1 Windows 11  16 GB 14 Inches | PRICE=409.00 | RAM=16GB | SCREEN_SIZE=14 inch | CPU=Intel Core i7 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",102,"Dell Latitude 7420 2-in-1 14.0"" Touch Screen Core i7 11th Generation 1165G7 16GB RAM 500GB M.2 SSD Windows 11 Laptop PC with USB-C Charger, 360 Degree Flip (Renewed) DELL  Core i7 2.8 GHz Black   SSD 500 GB Dell Latitude 7420 2-in-1 Windows 11  16 GB 14 Inches",409.00,
47015f60a495,"ROW=103 | NAME=Dell Inspiron 15 3530 Laptop – AMD Ryzen 3 7320U – 8 GB RAM – 512 GB PCIe NVMe SSD – 15.6 inch FHD 1920 × 1080 120 Hz – Windows 11 Home – English – 1.63 kg – Carbon Black DELL  Ryzen 3  Black Dedicated   512 GB Inspiron 15 3535 Windows 11 Home  8 GB 15.6 Inches Anti Glare Coating, Memory Card Slot, Numeric Keypad | PRICE=1199.00 | RAM=8GB | SCREEN_SIZE=15.6 inch | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",103,"Dell Inspiron 15 3530 Laptop – AMD Ryzen 3 7320U – 8 GB RAM – 512 GB PCIe NVMe SSD – 15.6 inch FHD 1920 × 1080 120 Hz – Windows 11 Home – English – 1.63 kg – Carbon Black DELL  Ryzen 3  Black Dedicated   512 GB Inspiron 15 3535 Windows 11 Home  8 GB 15.6 Inches Anti Glare Coating, Memory Card Slot, Numeric Keypad",1199.00,
0b3e19914aac,"ROW=104 | NAME=ASUS Vivobook Go 15.6” FHD Laptop, AMD Ryzen 3 7320U, 8GB, 128GB, Windows 11 Home, Mixed Black, E1504FA-AS33 ASUS  Ryzen 3  Black Integrated   128 GB Vivobook Go WIN11 HOME S  8 GB 15.6 Inches Sound by Sonicmaster | PRICE=1109.00 | RAM=8GB | SCREEN_SIZE=15.6 inch | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",104,"ASUS Vivobook Go 15.6” FHD Laptop, AMD Ryzen 3 7320U, 8GB, 128GB, Windows 11 Home, Mixed Black, E1504FA-AS33 ASUS  Ryzen 3  Black Integrated   128 GB Vivobook Go WIN11 HOME S  8 GB 15.6 Inches Sound by Sonicmaster",1109.00,
f48bf4af45be,"ROW=105 | NAME=HP 14"" Laptop, 14-inch HD Display, Intel Processor N100, 4GB RAM, 128GB SSD, Intel UHD Graphics, Windows 11 Home in S Mode, Lightweight Design, Long Battery Life, Jet Black, B22ZJPA HP  Celeron N  Jet Black Integrated   128 GB HP 14"" Laptop Windows 11 Home  4 GB 14 Inches Anti-Glare Panel, DC Dimming Technology | PRICE=368.00 | RAM=4GB | SCREEN_SIZE=14 inch | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",105,"HP 14"" Laptop, 14-inch HD Display, Intel Processor N100, 4GB RAM, 128GB SSD, Intel UHD Graphics, Windows 11 Home in S Mode, Lightweight Design, Long Battery Life, Jet Black, B22ZJPA HP  Celeron N  Jet Black Integrated   128 GB HP 14"" Laptop Windows 11 Home  4 GB 14 Inches Anti-Glare Panel, DC Dimming Technology",368.00,
096ebf4efdf4,"ROW=106 | NAME=ASUS Vivobook F1500E 15.6"" Core i7 11th Generation 1165G7 32GB RAM 1TB M.2 SSD Windows 11 Laptop PC (Renewed) ASUS Intel Intel Core i7 2.8 GHz    SSD 1 TB ASUS-F1500EA-I711TH-32GB1TB-E Windows 11 4  15.6 Inches | PRICE=1109.00 | RAM=32GB | SCREEN_SIZE=15.6 inch | CPU=Intel Core i7 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",106,"ASUS Vivobook F1500E 15.6"" Core i7 11th Generation 1165G7 32GB RAM 1TB M.2 SSD Windows 11 Laptop PC (Renewed) ASUS Intel Intel Core i7 2.8 GHz    SSD 1 TB ASUS-F1500EA-I711TH-32GB1TB-E Windows 11 4  15.6 Inches",1109.00,
6ada11c21e1b,"ROW=107 | NAME=HP OmniBook Ultra AI 14” Laptop with Copilot: 14"" 2.2K Touch Display, AMD Ryzen™ AI 9 HX Processor, 32GB RAM, 1TB SSD, Wi-Fi 7, Bluetooth® 5.4, 16.5-Hour Battery Life, Meteor Silver, AY6U8PA HP  Ryzen 9  Silver Integrated   1 TB HP OmniBook Ultra Windows 11 Home  32 GB 14 HP Wolf Security, HP AI Companion | PRICE=2199.00 | RAM=32GB | SCREEN_SIZE=Not specified | CPU=Not specified | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",107,"HP OmniBook Ultra AI 14” Laptop with Copilot: 14"" 2.2K Touch Display, AMD Ryzen™ AI 9 HX Processor, 32GB RAM, 1TB SSD, Wi-Fi 7, Bluetooth® 5.4, 16.5-Hour Battery Life, Meteor Silver, AY6U8PA HP  Ryzen 9  Silver Integrated   1 TB HP OmniBook Ultra Windows 11 Home  32 GB 14 HP Wolf Security, HP AI Companion",2199.00,
07b1f0995217,"ROW=108 | NAME=HP EliteBook 830 G5 13.3 inch, Intel i5 8250U, 8GB RAM, 256GB SSD Window 11 (Renewed) HP  Intel Core i7 3.9 GHz  Integrated  SSD 280 GB EliteBook 830 G5 Windows 11  8 GB 13.3 Inches | PRICE=349.00 | RAM=8GB | SCREEN_SIZE=13.3 inch | CPU=Intel Core i7 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",108,"HP EliteBook 830 G5 13.3 inch, Intel i5 8250U, 8GB RAM, 256GB SSD Window 11 (Renewed) HP  Intel Core i7 3.9 GHz  Integrated  SSD 280 GB EliteBook 830 G5 Windows 11  8 GB 13.3 Inches",349.00,
746e6ba6cf96,"ROW=109 | NAME=Dell Latitude 5320 Intel i5-1135G7 16GB RAM 256GB SSD 13.3"" Win 11 Pro (Renewed) DELL  Intel Core i5-1135G7 3 GHz Silver Integrated   256 GB Latitude 5320 Windows 11 Pro  16 GB 13.3 Inches | PRICE=305.00 | RAM=16GB | SCREEN_SIZE=13.3 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",109,"Dell Latitude 5320 Intel i5-1135G7 16GB RAM 256GB SSD 13.3"" Win 11 Pro (Renewed) DELL  Intel Core i5-1135G7 3 GHz Silver Integrated   256 GB Latitude 5320 Windows 11 Pro  16 GB 13.3 Inches",305.00,
c3f94973994c,"ROW=110 | NAME=Dell Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black Dell  Core i5 Family  Black Integrated   1 TB Inspiron Windows 11 Home  16 GB 15.6 Inches Anti Glare Coating | PRICE=937.07 | RAM=16GB | SCREEN_SIZE=15.6 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",110,"Dell Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black Dell  Core i5 Family  Black Integrated   1 TB Inspiron Windows 11 Home  16 GB 15.6 Inches Anti Glare Coating",937.07,
e3e58e71d671,"ROW=111 | NAME=Dell Latitude 5300 13.3"" Touch i5-8365U 16GB 256GB W11 Pro (Renewed), DW347 DELL  Intel Core i5 1.6 GHz    HDD 256 GB DW347 Windows 11  16 GB 13.3 Inches Fingerprint Reader, Memory Card Slot, touchscreen | PRICE=305.00 | RAM=16GB | SCREEN_SIZE=13.3 inch | CPU=Intel Core i5 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",111,"Dell Latitude 5300 13.3"" Touch i5-8365U 16GB 256GB W11 Pro (Renewed), DW347 DELL  Intel Core i5 1.6 GHz    HDD 256 GB DW347 Windows 11  16 GB 13.3 Inches Fingerprint Reader, Memory Card Slot, touchscreen",305.00,
3f838ead24bc,"ROW=112 | NAME=HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (Beats i7-1255U), 32GB RAM, 1TB SSD, Webcam, KeyPad, WiFi6, USB-C, HDMI, PDG HDMI Cable, US Version KB, Win 11 HP  Ryzen 5  Natural Silver Integrated AMD Radeon Graphics   17-cp Windows 11 Home  32 GB 17.3 Inches HD Audio, Numeric Keypad | PRICE=1699.00 | RAM=32GB | SCREEN_SIZE=17.3 inch | CPU=Intel Core i7 | CATEGORY=Standard | RATING= | RATINGS_COUNT= | DIMENSIONS= | RANK= | NET_QTY= | GENERIC=",112,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (Beats i7-1255U), 32GB RAM, 1TB SSD, Webcam, KeyPad, WiFi6, USB-C, HDMI, PDG HDMI Cable, US Version KB, Win 11 HP  Ryzen 5  Natural Silver Integrated AMD Radeon Graphics   17-cp Windows 11 Home  32 GB 17.3 Inches HD Audio, Numeric Keypad",1699.00,
